,day,num_trips
280,2013-10-08,72664
281,2013-10-09,76715
282,2013-10-10,85118
283,2013-10-11,96751
284,2013-10-12,95720
285,2013-10-13,83323
286,2013-10-14,65160
287,2013-10-15,71950
288,2013-10-16,74336
289,2013-10-17,88756
290,2013-10-18,102624
291,2013-10-19,100501
292,2013-10-20,78027
293,2013-10-21,71679
294,2013-10-22,76379
295,2013-10-23,82662
296,2013-10-24,90028
297,2013-10-25,101049
298,2013-10-26,101353
299,2013-10-27,84361
300,2013-10-28,66361
301,2013-10-29,70674
302,2013-10-30,75922
303,2013-10-31,83785
304,2013-11-01,107128
305,2013-11-02,98840
306,2013-11-03,80011
307,2013-11-04,68861
308,2013-11-05,78518
309,2013-11-06,88883
310,2013-11-07,90296
311,2013-11-08,100566
312,2013-11-09,101080
313,2013-11-10,85338
314,2013-11-11,71430
315,2013-11-12,77543
316,2013-11-13,84569
317,2013-11-14,87693
318,2013-11-15,103953
319,2013-11-16,109288
320,2013-11-17,86247
321,2013-11-18,78656
322,2013-11-19,79103
323,2013-11-20,86535
324,2013-11-21,89006
325,2013-11-22,103494
326,2013-11-23,101467
327,2013-11-24,74088
328,2013-11-25,67712
329,2013-11-26,70254
330,2013-11-27,75141
331,2013-11-28,47613
332,2013-11-29,57966
333,2013-11-30,78027
334,2013-12-01,69822
335,2013-12-02,83088
336,2013-12-03,84876
337,2013-12-04,85833
338,2013-12-05,99741
339,2013-12-06,119992
340,2013-12-07,117594
341,2013-12-08,86114
342,2013-12-09,86700
343,2013-12-10,88308
344,2013-12-11,91426
345,2013-12-12,102651
346,2013-12-13,118018
347,2013-12-14,116259
348,2013-12-15,87565
349,2013-12-16,81770
350,2013-12-17,84897
351,2013-12-18,91036
352,2013-12-19,97618
353,2013-12-20,110662
354,2013-12-21,98595
355,2013-12-22,70241
356,2013-12-23,72052
357,2013-12-24,45164
358,2013-12-25,19935
359,2013-12-26,44106
360,2013-12-27,66373
361,2013-12-28,76025
362,2013-12-29,76238
363,2013-12-30,75065
364,2013-12-31,99423
365,2014-01-01,81884
366,2014-01-02,59308
367,2014-01-03,77553
368,2014-01-04,73649
369,2014-01-05,55490
370,2014-01-06,53168
371,2014-01-07,63537
372,2014-01-08,75089
373,2014-01-09,82434
374,2014-01-10,94465
375,2014-01-11,90625
376,2014-01-12,73524
377,2014-01-13,67248
378,2014-01-14,73453
379,2014-01-15,79199
380,2014-01-16,85667
381,2014-01-17,103159
382,2014-01-18,100236
383,2014-01-19,82131
384,2014-01-20,60997
385,2014-01-21,72709
386,2014-01-22,80345
387,2014-01-23,90475
388,2014-01-24,104168
389,2014-01-25,101231
390,2014-01-26,73934
391,2014-01-27,69453
392,2014-01-28,71106
393,2014-01-29,79627
394,2014-01-30,83421
395,2014-01-31,99301
396,2014-02-01,91709
397,2014-02-02,76941
398,2014-02-03,74215
399,2014-02-04,75856
400,2014-02-05,75453
401,2014-02-06,95357
402,2014-02-07,109487
403,2014-02-08,103139
404,2014-02-09,76584
405,2014-02-10,77477
406,2014-02-11,81616
407,2014-02-12,83337
408,2014-02-13,90516
409,2014-02-14,112051
410,2014-02-15,111416
411,2014-02-16,86962
412,2014-02-17,60858
413,2014-02-18,77328
414,2014-02-19,82994
415,2014-02-20,99792
416,2014-02-21,115216
417,2014-02-22,110347
418,2014-02-23,83492
419,2014-02-24,75486
420,2014-02-25,81869
421,2014-02-26,90604
422,2014-02-27,98748
423,2014-02-28,110656
424,2014-03-01,111084
425,2014-03-02,85678
426,2014-03-03,81168
427,2014-03-04,87762
428,2014-03-05,90419
429,2014-03-06,97309
430,2014-03-07,106818
431,2014-03-08,113171
432,2014-03-09,85074
433,2014-03-10,78210
434,2014-03-11,85734
435,2014-03-12,94265
436,2014-03-13,105737
437,2014-03-14,124268
438,2014-03-15,170271
439,2014-03-16,105613
440,2014-03-17,95303
441,2014-03-18,90869
442,2014-03-19,96379
443,2014-03-20,101673
444,2014-03-21,115463
445,2014-03-22,115657
446,2014-03-23,98798
447,2014-03-24,86407
448,2014-03-25,89220
449,2014-03-26,92557
450,2014-03-27,102815
451,2014-03-28,117053
452,2014-03-29,115390
453,2014-03-30,96231
454,2014-03-31,82231
455,2014-04-01,89405
456,2014-04-02,91703
457,2014-04-03,108926
458,2014-04-04,129665
459,2014-04-05,124455
460,2014-04-06,100114
461,2014-04-07,86305
462,2014-04-08,92235
463,2014-04-09,100084
464,2014-04-10,104503
465,2014-04-11,114805
466,2014-04-12,115974
467,2014-04-13,96476
468,2014-04-14,92203
469,2014-04-15,96595
470,2014-04-16,99862
471,2014-04-17,104517
472,2014-04-18,114371
473,2014-04-19,103921
474,2014-04-20,75007
475,2014-04-21,80875
476,2014-04-22,91819
477,2014-04-23,104883
478,2014-04-24,112433
479,2014-04-25,123507
480,2014-04-26,131306
481,2014-04-27,103028
482,2014-04-28,93504
483,2014-04-29,91742
484,2014-04-30,101532
485,2014-05-01,110433
486,2014-05-02,128016
487,2014-05-03,132152
488,2014-05-04,107290
489,2014-05-05,100357
490,2014-05-06,99299
491,2014-05-07,97850
492,2014-05-08,105679
493,2014-05-09,125723
494,2014-05-10,118866
495,2014-05-11,91614
496,2014-05-12,89882
497,2014-05-13,100370
498,2014-05-14,110007
499,2014-05-15,122977
500,2014-05-16,145079
501,2014-05-17,140715
502,2014-05-18,124795
503,2014-05-19,106872
504,2014-05-20,109391
505,2014-05-21,110747
506,2014-05-22,110756
507,2014-05-23,117513
508,2014-05-24,119469
509,2014-05-25,111769
510,2014-05-26,75699
511,2014-05-27,90433
512,2014-05-28,97979
513,2014-05-29,107169
514,2014-05-30,132366
515,2014-05-31,137268
516,2014-06-01,118874
517,2014-06-02,101496
518,2014-06-03,100506
519,2014-06-04,110634
520,2014-06-05,109907
521,2014-06-06,127225
522,2014-06-07,137069
523,2014-06-08,119289
524,2014-06-09,105065
525,2014-06-10,125697
526,2014-06-11,117513
527,2014-06-12,117031
528,2014-06-13,128386
529,2014-06-14,137270
530,2014-06-15,102224
531,2014-06-16,96822
532,2014-06-17,99615
533,2014-06-18,113513
534,2014-06-19,120936
535,2014-06-20,135056
536,2014-06-21,134205
537,2014-06-22,112289
538,2014-06-23,96004
539,2014-06-24,102808
540,2014-06-25,110058
541,2014-06-26,122360
542,2014-06-27,133478
543,2014-06-28,137249
544,2014-06-29,110824
545,2014-06-30,91511
546,2014-07-01,90398
547,2014-07-02,96220
548,2014-07-03,93947
549,2014-07-04,104478
550,2014-07-05,103973
551,2014-07-06,83135
552,2014-07-07,80256
553,2014-07-08,85480
554,2014-07-09,96701
555,2014-07-10,107429
556,2014-07-11,129330
557,2014-07-12,135002
558,2014-07-13,109547
559,2014-07-14,91133
560,2014-07-15,95564
561,2014-07-16,103699
562,2014-07-17,111907
563,2014-07-18,131891
564,2014-07-19,142140
565,2014-07-20,114589
566,2014-07-21,93777
567,2014-07-22,99371
568,2014-07-23,103415
569,2014-07-24,114709
570,2014-07-25,133013
571,2014-07-26,136482
572,2014-07-27,113907
573,2014-07-28,91710
574,2014-07-29,99246
575,2014-07-30,105985
576,2014-07-31,115640
577,2014-08-01,130504
578,2014-08-02,131558
579,2014-08-03,119515
580,2014-08-04,98889
581,2014-08-05,92358
582,2014-08-06,96718
583,2014-08-07,107613
584,2014-08-08,128288
585,2014-08-09,130573
586,2014-08-10,104765
587,2014-08-11,93030
588,2014-08-12,95639
589,2014-08-13,101396
590,2014-08-14,113629
591,2014-08-15,123237
592,2014-08-16,129764
593,2014-08-17,101607
594,2014-08-18,86232
595,2014-08-19,99573
596,2014-08-20,103881
597,2014-08-21,115483
598,2014-08-22,129853
599,2014-08-23,130235
600,2014-08-24,105729
601,2014-08-25,89038
602,2014-08-26,89488
603,2014-08-27,92445
604,2014-08-28,100626
605,2014-08-29,115963
606,2014-08-30,120753
607,2014-08-31,117597
608,2014-09-01,73886
609,2014-09-02,78738
610,2014-09-03,88412
611,2014-09-04,103595
612,2014-09-05,122620
613,2014-09-06,122387
614,2014-09-07,108574
615,2014-09-08,93703
616,2014-09-09,101560
617,2014-09-10,114818
618,2014-09-11,118167
619,2014-09-12,139411
620,2014-09-13,132599
621,2014-09-14,109550
622,2014-09-15,94243
623,2014-09-16,97653
624,2014-09-17,107102
625,2014-09-18,117214
626,2014-09-19,133437
627,2014-09-20,130882
628,2014-09-21,107627
629,2014-09-22,97896
630,2014-09-23,98897
631,2014-09-24,100130
632,2014-09-25,102800
633,2014-09-26,118734
634,2014-09-27,129441
635,2014-09-28,111498
636,2014-09-29,97881
637,2014-09-30,104090
638,2014-10-01,105485
639,2014-10-02,114165
640,2014-10-03,129972
641,2014-10-04,119442
642,2014-10-05,95026
643,2014-10-06,91789
644,2014-10-07,97607
645,2014-10-08,103963
646,2014-10-09,113443
647,2014-10-10,130185
648,2014-10-11,124360
649,2014-10-12,109102
650,2014-10-13,97362
651,2014-10-14,110200
652,2014-10-15,111655
653,2014-10-16,119509
654,2014-10-17,140078
655,2014-10-18,145231
656,2014-10-19,122989
657,2014-10-20,101362
658,2014-10-21,104197
659,2014-10-22,105117
660,2014-10-23,112268
661,2014-10-24,122353
662,2014-10-25,119651
663,2014-10-26,104141
664,2014-10-27,94474
665,2014-10-28,104734
666,2014-10-29,109370
667,2014-10-30,113364
668,2014-10-31,138303
669,2014-11-01,154858
670,2014-11-02,111905
671,2014-11-03,100725
672,2014-11-04,107992
673,2014-11-05,106733
674,2014-11-06,109195
675,2014-11-07,116472
676,2014-11-08,111509
677,2014-11-09,89508
678,2014-11-10,80021
679,2014-11-11,86809
680,2014-11-12,98666
681,2014-11-13,106734
682,2014-11-14,120673
683,2014-11-15,116502
684,2014-11-16,98514
685,2014-11-17,103131
686,2014-11-18,102235
687,2014-11-19,100282
688,2014-11-20,108360
689,2014-11-21,116811
690,2014-11-22,100421
691,2014-11-23,86888
692,2014-11-24,84176
693,2014-11-25,84436
694,2014-11-26,77826
695,2014-11-27,52424
696,2014-11-28,64701
697,2014-11-29,82033
698,2014-11-30,76345
699,2014-12-01,99350
700,2014-12-02,103526
701,2014-12-03,107556
702,2014-12-04,116504
703,2014-12-05,126803
704,2014-12-06,120895
705,2014-12-07,89380
706,2014-12-08,86526
707,2014-12-09,92114
708,2014-12-10,96552
709,2014-12-11,110133
710,2014-12-12,129455
711,2014-12-13,119363
712,2014-12-14,89516
713,2014-12-15,91042
714,2014-12-16,95215
715,2014-12-17,102761
716,2014-12-18,112865
717,2014-12-19,121958
718,2014-12-20,106048
719,2014-12-21,84043
720,2014-12-22,82504
721,2014-12-23,73136
722,2014-12-24,48063
723,2014-12-25,21558
724,2014-12-26,46579
725,2014-12-27,66231
726,2014-12-28,62314
727,2014-12-29,65503
728,2014-12-30,77624
729,2014-12-31,99016
