,day,num_trips
151,2020-05-31,2438
152,2020-06-01,3282
153,2020-06-02,3366
154,2020-06-03,3329
155,2020-06-04,3284
156,2020-06-05,3603
157,2020-06-06,2772
158,2020-06-07,2181
159,2020-06-08,3441
160,2020-06-09,3415
161,2020-06-10,3304
162,2020-06-11,3624
163,2020-06-12,3912
164,2020-06-13,2738
165,2020-06-14,2302
166,2020-06-15,3427
167,2020-06-16,3522
168,2020-06-17,3672
169,2020-06-18,3837
170,2020-06-19,4041
171,2020-06-20,2933
172,2020-06-21,2428
173,2020-06-22,3710
174,2020-06-23,3911
175,2020-06-24,3815
176,2020-06-25,4224
177,2020-06-26,4311
178,2020-06-27,3188
179,2020-06-28,2722
180,2020-06-29,4325
181,2020-06-30,4211
182,2020-07-01,4677
183,2020-07-02,4824
184,2020-07-03,4311
185,2020-07-04,3196
186,2020-07-05,2936
187,2020-07-06,4538
188,2020-07-07,4507
189,2020-07-08,4328
190,2020-07-09,4419
191,2020-07-10,4912
192,2020-07-11,3579
193,2020-07-12,2852
194,2020-07-13,4413
195,2020-07-14,4298
196,2020-07-15,4505
197,2020-07-16,4560
198,2020-07-17,4958
199,2020-07-18,3643
200,2020-07-19,2622
201,2020-07-20,4445
202,2020-07-21,4444
203,2020-07-22,4577
204,2020-07-23,4625
205,2020-07-24,4955
206,2020-07-25,3498
207,2020-07-26,2794
208,2020-07-27,4331
209,2020-07-28,4590
210,2020-07-29,4518
211,2020-07-30,4579
212,2020-07-31,5123
213,2020-08-01,4011
214,2020-08-02,3354
215,2020-08-03,5064
216,2020-08-04,4842
217,2020-08-05,4610
218,2020-08-06,5013
219,2020-08-07,5303
220,2020-08-08,3824
221,2020-08-09,3265
222,2020-08-10,4444
223,2020-08-11,4782
224,2020-08-12,4989
225,2020-08-13,5064
226,2020-08-14,5567
227,2020-08-15,3942
228,2020-08-16,3220
229,2020-08-17,4867
230,2020-08-18,4862
231,2020-08-19,4932
232,2020-08-20,5259
233,2020-08-21,5478
234,2020-08-22,4093
235,2020-08-23,3474
236,2020-08-24,5029
237,2020-08-25,5071
238,2020-08-26,5172
239,2020-08-27,5440
240,2020-08-28,5645
241,2020-08-29,3913
242,2020-08-30,3274
243,2020-08-31,5076
244,2020-09-01,5583
245,2020-09-02,5429
246,2020-09-03,6138
247,2020-09-04,6505
248,2020-09-05,4629
249,2020-09-06,3732
250,2020-09-07,3826
251,2020-09-08,5859
252,2020-09-09,5650
253,2020-09-10,6009
254,2020-09-11,6162
255,2020-09-12,3967
256,2020-09-13,3645
257,2020-09-14,5559
258,2020-09-15,5826
259,2020-09-16,6001
260,2020-09-17,5997
261,2020-09-18,6566
262,2020-09-19,4772
263,2020-09-20,3830
264,2020-09-21,5900
265,2020-09-22,5853
266,2020-09-23,5911
267,2020-09-24,6330
268,2020-09-25,6717
269,2020-09-26,4828
270,2020-09-27,3897
271,2020-09-28,5835
272,2020-09-29,5884
273,2020-09-30,6073
274,2020-10-01,6767
275,2020-10-02,7099
276,2020-10-03,4906
277,2020-10-04,4048
278,2020-10-05,5964
279,2020-10-06,6051
280,2020-10-07,5975
281,2020-10-08,6518
282,2020-10-09,6935
283,2020-10-10,4846
284,2020-10-11,4009
285,2020-10-12,5708
286,2020-10-13,6183
287,2020-10-14,6114
288,2020-10-15,6622
289,2020-10-16,6822
290,2020-10-17,4638
291,2020-10-18,3834
292,2020-10-19,6264
293,2020-10-20,5991
294,2020-10-21,6099
295,2020-10-22,6626
296,2020-10-23,6757
297,2020-10-24,4424
298,2020-10-25,3541
299,2020-10-26,6085
300,2020-10-27,5842
301,2020-10-28,6085
302,2020-10-29,6370
303,2020-10-30,6531
304,2020-10-31,4140
305,2020-11-01,3315
306,2020-11-02,6173
307,2020-11-03,5608
308,2020-11-04,5196
309,2020-11-05,5732
310,2020-11-06,5971
311,2020-11-07,4135
312,2020-11-08,3450
313,2020-11-09,5719
314,2020-11-10,5984
315,2020-11-11,5443
316,2020-11-12,5757
317,2020-11-13,5791
318,2020-11-14,3928
319,2020-11-15,3060
320,2020-11-16,5669
321,2020-11-17,5063
322,2020-11-18,5232
323,2020-11-19,5612
324,2020-11-20,5317
325,2020-11-21,3681
326,2020-11-22,2690
327,2020-11-23,5124
328,2020-11-24,5352
329,2020-11-25,5270
330,2020-11-26,2308
331,2020-11-27,3837
332,2020-11-28,3755
333,2020-11-29,3154
334,2020-11-30,5352
335,2020-12-01,5674
336,2020-12-02,5392
337,2020-12-03,5771
338,2020-12-04,5514
339,2020-12-05,3843
340,2020-12-06,2908
341,2020-12-07,5236
342,2020-12-08,5277
343,2020-12-09,5393
344,2020-12-10,5618
345,2020-12-11,5593
346,2020-12-12,3640
347,2020-12-13,2920
348,2020-12-14,5414
349,2020-12-15,5473
350,2020-12-16,5318
351,2020-12-17,5699
352,2020-12-18,5829
353,2020-12-19,3775
354,2020-12-20,3029
355,2020-12-21,5411
356,2020-12-22,5799
357,2020-12-23,5665
358,2020-12-24,4522
359,2020-12-25,2095
360,2020-12-26,3571
361,2020-12-27,3462
362,2020-12-28,5110
363,2020-12-29,5245
364,2020-12-30,5405
365,2020-12-31,5456
366,2021-01-01,2879
367,2021-01-02,4408
368,2021-01-03,3916
369,2021-01-04,5991
370,2021-01-05,5465
371,2021-01-06,5201
372,2021-01-07,5329
373,2021-01-08,5390
374,2021-01-09,3939
375,2021-01-10,3109
376,2021-01-11,5640
377,2021-01-12,5300
378,2021-01-13,5444
379,2021-01-14,5742
380,2021-01-15,5613
381,2021-01-16,3710
382,2021-01-17,2859
383,2021-01-18,4924
384,2021-01-19,5424
385,2021-01-20,4970
386,2021-01-21,5316
387,2021-01-22,5635
388,2021-01-23,3885
389,2021-01-24,3175
390,2021-01-25,5500
391,2021-01-26,4479
392,2021-01-27,5335
393,2021-01-28,5912
394,2021-01-29,5972
395,2021-01-30,3985
396,2021-01-31,2745
397,2021-02-01,5941
398,2021-02-02,5767
399,2021-02-03,6146
400,2021-02-04,5922
401,2021-02-05,5945
402,2021-02-06,4124
403,2021-02-07,3506
404,2021-02-08,6246
405,2021-02-09,5907
406,2021-02-10,6213
407,2021-02-11,6389
408,2021-02-12,6771
409,2021-02-13,5169
410,2021-02-14,3945
411,2021-02-15,4883
412,2021-02-16,4422
413,2021-02-17,6178
414,2021-02-18,6655
415,2021-02-19,6900
416,2021-02-20,4500
417,2021-02-21,3541
418,2021-02-22,6167
419,2021-02-23,6283
420,2021-02-24,6065
421,2021-02-25,6308
422,2021-02-26,6637
423,2021-02-27,4798
424,2021-02-28,3933
425,2021-03-01,6504
426,2021-03-02,6072
427,2021-03-03,6676
428,2021-03-04,6969
429,2021-03-05,7050
430,2021-03-06,4908
431,2021-03-07,4245
432,2021-03-08,6449
433,2021-03-09,6611
434,2021-03-10,6469
435,2021-03-11,6714
436,2021-03-12,7228
437,2021-03-13,6200
438,2021-03-14,4542
439,2021-03-15,7242
440,2021-03-16,7160
441,2021-03-17,7548
442,2021-03-18,7996
443,2021-03-19,8178
444,2021-03-20,6085
445,2021-03-21,5062
446,2021-03-22,7290
447,2021-03-23,7336
448,2021-03-24,7263
449,2021-03-25,8079
450,2021-03-26,8293
451,2021-03-27,6321
452,2021-03-28,5339
453,2021-03-29,7746
454,2021-03-30,7466
455,2021-03-31,7650
456,2021-04-01,8554
457,2021-04-02,8507
458,2021-04-03,6565
459,2021-04-04,5644
460,2021-04-05,7744
461,2021-04-06,7870
462,2021-04-07,7616
463,2021-04-08,8404
464,2021-04-09,8595
465,2021-04-10,6435
466,2021-04-11,5436
467,2021-04-12,8231
468,2021-04-13,7882
469,2021-04-14,7751
470,2021-04-15,8408
471,2021-04-16,9084
472,2021-04-17,6752
473,2021-04-18,5536
474,2021-04-19,8068
475,2021-04-20,7663
476,2021-04-21,7568
477,2021-04-22,8505
478,2021-04-23,9011
479,2021-04-24,6558
480,2021-04-25,5792
481,2021-04-26,8190
482,2021-04-27,8295
483,2021-04-28,7929
484,2021-04-29,8552
485,2021-04-30,9449
486,2021-05-01,7632
487,2021-05-02,6657
488,2021-05-03,8762
489,2021-05-04,8246
490,2021-05-05,8594
491,2021-05-06,9285
492,2021-05-07,10030
493,2021-05-08,8068
494,2021-05-09,6372
495,2021-05-10,8631
496,2021-05-11,8408
497,2021-05-12,8331
498,2021-05-13,8435
499,2021-05-14,10294
500,2021-05-15,7757
501,2021-05-16,6931
502,2021-05-17,9156
503,2021-05-18,8831
504,2021-05-19,9032
505,2021-05-20,9765
506,2021-05-21,10494
507,2021-05-22,8959
508,2021-05-23,7293
509,2021-05-24,9180
510,2021-05-25,9195
511,2021-05-26,9226
512,2021-05-27,10060
513,2021-05-28,11143
514,2021-05-29,8799
515,2021-05-30,8221
516,2021-05-31,7980
517,2021-06-01,10194
518,2021-06-02,9437
519,2021-06-03,10451
520,2021-06-04,11514
521,2021-06-05,9462
522,2021-06-06,8376
523,2021-06-07,10332
524,2021-06-08,10190
525,2021-06-09,10573
526,2021-06-10,12262
527,2021-06-11,13716
528,2021-06-12,11159
529,2021-06-13,9829
530,2021-06-14,11178
531,2021-06-15,10706
532,2021-06-16,11233
533,2021-06-17,12431
534,2021-06-18,13047
535,2021-06-19,11207
536,2021-06-20,9152
537,2021-06-21,12118
538,2021-06-22,11706
539,2021-06-23,11578
540,2021-06-24,12632
541,2021-06-25,13647
542,2021-06-26,10449
543,2021-06-27,9770
544,2021-06-28,11259
545,2021-06-29,11102
546,2021-06-30,11553
547,2021-07-01,11891
548,2021-07-02,12241
549,2021-07-03,10403
550,2021-07-04,8732
551,2021-07-05,10144
552,2021-07-06,12232
553,2021-07-07,12266
554,2021-07-08,13458
555,2021-07-09,15079
556,2021-07-10,11859
557,2021-07-11,10397
558,2021-07-12,12006
559,2021-07-13,12160
560,2021-07-14,12873
561,2021-07-15,14278
562,2021-07-16,14750
563,2021-07-17,12206
564,2021-07-18,10871
565,2021-07-19,12597
566,2021-07-20,11966
567,2021-07-21,12907
568,2021-07-22,14205
569,2021-07-23,15170
570,2021-07-24,12463
571,2021-07-25,11287
572,2021-07-26,13058
573,2021-07-27,13005
574,2021-07-28,14915
575,2021-07-29,15285
576,2021-07-30,15102
577,2021-07-31,12076
578,2021-08-01,11408
579,2021-08-02,12730
580,2021-08-03,11967
581,2021-08-04,12775
582,2021-08-05,14354
583,2021-08-06,16150
584,2021-08-07,13691
585,2021-08-08,11521
586,2021-08-09,12844
587,2021-08-10,13717
588,2021-08-11,13928
589,2021-08-12,14419
590,2021-08-13,14844
591,2021-08-14,12993
592,2021-08-15,11286
593,2021-08-16,12368
594,2021-08-17,11461
595,2021-08-18,12446
596,2021-08-19,14224
597,2021-08-20,16131
598,2021-08-21,13558
599,2021-08-22,12066
600,2021-08-23,13392
601,2021-08-24,13300
602,2021-08-25,14534
603,2021-08-26,15398
604,2021-08-27,15299
605,2021-08-28,12859
606,2021-08-29,11085
607,2021-08-30,13071
608,2021-08-31,12693
609,2021-09-01,13011
610,2021-09-02,14623
611,2021-09-03,16332
612,2021-09-04,12527
613,2021-09-05,11350
614,2021-09-06,11770
615,2021-09-07,12903
616,2021-09-08,13047
617,2021-09-09,14223
618,2021-09-10,15245
619,2021-09-11,11868
620,2021-09-12,11919
621,2021-09-13,14678
622,2021-09-14,14631
623,2021-09-15,15072
624,2021-09-16,16592
625,2021-09-17,18797
626,2021-09-18,14635
627,2021-09-19,13667
628,2021-09-20,13972
629,2021-09-21,13521
630,2021-09-22,14718
631,2021-09-23,16571
632,2021-09-24,19590
633,2021-09-25,16044
634,2021-09-26,12692
635,2021-09-27,12928
636,2021-09-28,12385
637,2021-09-29,13833
638,2021-09-30,15451
639,2021-10-01,17657
640,2021-10-02,14141
641,2021-10-03,14285
642,2021-10-04,15797
643,2021-10-05,17443
644,2021-10-06,16702
645,2021-10-07,17754
646,2021-10-08,20389
647,2021-10-09,16258
648,2021-10-10,12881
649,2021-10-11,15644
650,2021-10-12,16321
651,2021-10-13,15414
652,2021-10-14,16644
653,2021-10-15,18102
654,2021-10-16,15446
655,2021-10-17,15128
656,2021-10-18,16170
657,2021-10-19,15905
658,2021-10-20,15949
659,2021-10-21,17474
660,2021-10-22,18535
661,2021-10-23,14739
662,2021-10-24,13857
663,2021-10-25,15350
664,2021-10-26,14796
665,2021-10-27,15484
666,2021-10-28,17003
667,2021-10-29,18350
668,2021-10-30,13645
669,2021-10-31,12439
670,2021-11-01,15479
671,2021-11-02,15132
672,2021-11-03,16406
673,2021-11-04,17042
674,2021-11-05,17491
675,2021-11-06,12727
676,2021-11-07,11780
677,2021-11-08,14244
678,2021-11-09,14276
679,2021-11-10,16020
680,2021-11-11,15911
681,2021-11-12,17516
682,2021-11-13,12899
683,2021-11-14,11722
684,2021-11-15,15304
685,2021-11-16,15672
686,2021-11-17,16176
687,2021-11-18,18037
688,2021-11-19,18945
689,2021-11-20,13751
690,2021-11-21,11980
691,2021-11-22,13597
692,2021-11-23,14616
693,2021-11-24,13180
694,2021-11-25,7708
695,2021-11-26,12021
696,2021-11-27,15273
697,2021-11-28,14431
698,2021-11-29,18041
699,2021-11-30,17974
700,2021-12-01,18014
701,2021-12-02,18500
702,2021-12-03,19750
703,2021-12-04,14736
704,2021-12-05,13507
705,2021-12-06,16339
706,2021-12-07,16054
707,2021-12-08,16620
708,2021-12-09,18087
709,2021-12-10,19323
710,2021-12-11,14858
711,2021-12-12,11880
712,2021-12-13,14016
713,2021-12-14,15418
714,2021-12-15,17014
715,2021-12-16,18502
716,2021-12-17,18308
717,2021-12-18,13284
718,2021-12-19,10243
719,2021-12-20,13229
720,2021-12-21,12408
721,2021-12-22,11976
722,2021-12-23,10951
723,2021-12-24,8213
724,2021-12-25,4468
725,2021-12-26,7917
726,2021-12-27,10514
727,2021-12-28,11128
728,2021-12-29,11503
729,2021-12-30,11745
730,2021-12-31,11730
731,2022-01-01,7939
732,2022-01-02,9031
733,2022-01-03,11214
734,2022-01-04,10440
735,2022-01-05,10124
736,2022-01-06,9994
737,2022-01-07,9917
738,2022-01-08,8207
739,2022-01-09,7056
740,2022-01-10,9627
741,2022-01-11,9495
742,2022-01-12,9877
743,2022-01-13,10341
744,2022-01-14,11099
745,2022-01-15,8436
746,2022-01-16,7210
747,2022-01-17,9142
748,2022-01-18,10567
749,2022-01-19,10853
750,2022-01-20,11361
751,2022-01-21,11488
752,2022-01-22,8556
753,2022-01-23,7820
754,2022-01-24,10820
755,2022-01-25,11143
756,2022-01-26,11617
757,2022-01-27,12592
758,2022-01-28,12816
759,2022-01-29,9610
760,2022-01-30,8147
761,2022-01-31,11640
762,2022-02-01,12698
763,2022-02-02,7429
764,2022-02-03,11365
765,2022-02-04,14419
766,2022-02-05,11207
767,2022-02-06,9022
768,2022-02-07,12398
769,2022-02-08,12886
770,2022-02-09,12851
771,2022-02-10,13700
772,2022-02-11,14277
773,2022-02-12,11104
774,2022-02-13,9832
775,2022-02-14,13776
776,2022-02-15,13872
777,2022-02-16,14048
778,2022-02-17,11847
779,2022-02-18,16721
780,2022-02-19,12517
781,2022-02-20,10580
782,2022-02-21,11674
783,2022-02-22,14514
784,2022-02-23,16279
785,2022-02-24,17494
786,2022-02-25,18256
787,2022-02-26,14694
788,2022-02-27,11331
789,2022-02-28,13754
790,2022-03-01,14636
791,2022-03-02,15347
792,2022-03-03,17061
793,2022-03-04,18301
794,2022-03-05,15335
795,2022-03-06,12801
796,2022-03-07,15486
797,2022-03-08,15405
798,2022-03-09,16080
799,2022-03-10,17828
800,2022-03-11,17688
801,2022-03-12,17809
802,2022-03-13,11963
803,2022-03-14,15872
804,2022-03-15,16285
805,2022-03-16,16509
806,2022-03-17,18462
807,2022-03-18,19574
808,2022-03-19,13684
809,2022-03-20,12406
810,2022-03-21,17029
811,2022-03-22,19722
812,2022-03-23,20013
813,2022-03-24,21626
814,2022-03-25,20390
815,2022-03-26,14737
816,2022-03-27,12990
817,2022-03-28,17295
818,2022-03-29,18074
819,2022-03-30,18953
820,2022-03-31,19276
821,2022-04-01,19456
822,2022-04-02,14858
823,2022-04-03,12040
824,2022-04-04,16373
825,2022-04-05,18334
826,2022-04-06,19217
827,2022-04-07,21091
828,2022-04-08,20837
829,2022-04-09,15274
830,2022-04-10,13954
831,2022-04-11,15525
832,2022-04-12,16685
833,2022-04-13,17580
834,2022-04-14,19277
835,2022-04-15,18455
836,2022-04-16,15177
837,2022-04-17,12841
838,2022-04-18,16260
839,2022-04-19,17217
840,2022-04-20,18172
841,2022-04-21,18144
842,2022-04-22,19205
843,2022-04-23,15175
844,2022-04-24,14027
845,2022-04-25,18411
846,2022-04-26,19032
847,2022-04-27,20590
848,2022-04-28,20811
849,2022-04-29,21688
850,2022-04-30,16036
851,2022-05-01,14081
852,2022-05-02,16389
853,2022-05-03,19571
854,2022-05-04,20080
855,2022-05-05,21237
856,2022-05-06,21650
857,2022-05-07,16596
858,2022-05-08,14671
859,2022-05-09,18346
860,2022-05-10,20611
861,2022-05-11,21745
862,2022-05-12,21756
863,2022-05-13,21756
864,2022-05-14,17219
865,2022-05-15,15011
866,2022-05-16,19358
867,2022-05-17,20358
868,2022-05-18,21755
869,2022-05-19,22848
870,2022-05-20,24274
871,2022-05-21,20065
872,2022-05-22,19172
873,2022-05-23,23400
874,2022-05-24,21087
875,2022-05-25,20088
876,2022-05-26,20055
877,2022-05-27,19571
878,2022-05-28,15875
879,2022-05-29,14927
880,2022-05-30,14537
881,2022-05-31,18102
882,2022-06-01,20447
883,2022-06-02,23813
884,2022-06-03,26650
885,2022-06-04,21932
886,2022-06-05,19452
887,2022-06-06,22220
888,2022-06-07,23127
889,2022-06-08,22305
890,2022-06-09,22039
891,2022-06-10,22100
892,2022-06-11,18813
893,2022-06-12,18866
894,2022-06-13,22757
895,2022-06-14,24588
896,2022-06-15,23162
897,2022-06-16,22568
898,2022-06-17,22258
899,2022-06-18,18016
900,2022-06-19,16266
901,2022-06-20,18963
902,2022-06-21,22041
903,2022-06-22,23538
904,2022-06-23,24530
905,2022-06-24,22679
906,2022-06-25,17888
907,2022-06-26,17079
908,2022-06-27,19162
909,2022-06-28,20624
910,2022-06-29,20429
911,2022-06-30,20957
912,2022-07-01,19188
913,2022-07-02,15092
914,2022-07-03,12700
915,2022-07-04,11977
916,2022-07-05,16282
917,2022-07-06,16812
918,2022-07-07,18408
919,2022-07-08,18283
920,2022-07-09,15473
921,2022-07-10,16097
922,2022-07-11,20545
923,2022-07-12,21383
924,2022-07-13,21639
925,2022-07-14,22512
926,2022-07-15,22304
927,2022-07-16,17165
928,2022-07-17,15701
929,2022-07-18,19137
930,2022-07-19,20695
931,2022-07-20,22079
932,2022-07-21,21749
933,2022-07-22,20625
934,2022-07-23,16723
935,2022-07-24,15996
936,2022-07-25,20652
937,2022-07-26,21166
938,2022-07-27,21702
939,2022-07-28,21150
940,2022-07-29,20128
941,2022-07-30,15648
942,2022-07-31,14221
943,2022-08-01,18145
944,2022-08-02,17966
945,2022-08-03,18747
946,2022-08-04,22420
947,2022-08-05,22804
948,2022-08-06,19093
949,2022-08-07,16209
950,2022-08-08,19878
951,2022-08-09,19438
952,2022-08-10,19817
953,2022-08-11,20590
954,2022-08-12,19693
955,2022-08-13,16744
956,2022-08-14,14523
957,2022-08-15,19718
958,2022-08-16,19323
959,2022-08-17,20022
960,2022-08-18,21655
961,2022-08-19,22427
962,2022-08-20,18180
963,2022-08-21,16150
964,2022-08-22,19022
965,2022-08-23,20391
966,2022-08-24,20741
967,2022-08-25,21357
968,2022-08-26,19867
969,2022-08-27,15535
970,2022-08-28,14646
971,2022-08-29,17878
972,2022-08-30,18158
973,2022-08-31,17896
974,2022-09-01,19237
975,2022-09-02,19176
976,2022-09-03,15623
977,2022-09-04,13846
978,2022-09-05,12747
979,2022-09-06,18832
980,2022-09-07,19728
981,2022-09-08,21154
982,2022-09-09,21905
983,2022-09-10,18204
984,2022-09-11,17938
985,2022-09-12,23364
986,2022-09-13,24199
987,2022-09-14,25533
988,2022-09-15,25641
989,2022-09-16,23903
990,2022-09-17,17828
991,2022-09-18,16998
992,2022-09-19,20544
993,2022-09-20,22007
994,2022-09-21,22614
995,2022-09-22,23247
996,2022-09-23,21891
997,2022-09-24,15489
998,2022-09-25,15337
999,2022-09-26,17711
1000,2022-09-27,20914
1001,2022-09-28,22434
1002,2022-09-29,25074
1003,2022-09-30,25389
1004,2022-10-01,18386
1005,2022-10-02,16443
1006,2022-10-03,19650
1007,2022-10-04,18608
1008,2022-10-05,18429
1009,2022-10-06,22150
1010,2022-10-07,24289
1011,2022-10-08,17089
1012,2022-10-09,14420
1013,2022-10-10,21173
1014,2022-10-11,23688
1015,2022-10-12,23986
1016,2022-10-13,23736
1017,2022-10-14,22865
1018,2022-10-15,15495
1019,2022-10-16,14222
1020,2022-10-17,19806
1021,2022-10-18,20116
1022,2022-10-19,21066
1023,2022-10-20,22094
1024,2022-10-21,21600
1025,2022-10-22,17878
1026,2022-10-23,17645
1027,2022-10-24,24058
1028,2022-10-25,23635
1029,2022-10-26,23314
1030,2022-10-27,21300
1031,2022-10-28,19106
1032,2022-10-29,13850
1033,2022-10-30,12118
1034,2022-10-31,14498
1035,2022-11-01,19337
1036,2022-11-02,19360
1037,2022-11-03,21312
1038,2022-11-04,22429
1039,2022-11-05,16521
1040,2022-11-06,16183
1041,2022-11-07,19928
1042,2022-11-08,17970
1043,2022-11-09,19747
1044,2022-11-10,21100
1045,2022-11-11,18618
1046,2022-11-12,14808
1047,2022-11-13,15332
1048,2022-11-14,19901
1049,2022-11-15,21872
1050,2022-11-16,22193
1051,2022-11-17,22870
1052,2022-11-18,22276
1053,2022-11-19,13915
1054,2022-11-20,11315
1055,2022-11-21,14429
1056,2022-11-22,14985
1057,2022-11-23,13845
1058,2022-11-24,8121
1059,2022-11-25,12725
1060,2022-11-26,17709
1061,2022-11-27,16879
1062,2022-11-28,21233
1063,2022-11-29,22527
1064,2022-11-30,23348
1065,2022-12-01,22396
1066,2022-12-02,20326
1067,2022-12-03,16002
1068,2022-12-04,13894
1069,2022-12-05,16738
1070,2022-12-06,18548
1071,2022-12-07,19915
1072,2022-12-08,21688
1073,2022-12-09,22712
1074,2022-12-10,16053
1075,2022-12-11,13106
1076,2022-12-12,17545
1077,2022-12-13,20424
1078,2022-12-14,22213
1079,2022-12-15,21900
1080,2022-12-16,21445
1081,2022-12-17,16210
1082,2022-12-18,13807
1083,2022-12-19,15935
1084,2022-12-20,17200
1085,2022-12-21,18130
1086,2022-12-22,11716
1087,2022-12-23,9950
1088,2022-12-24,9689
1089,2022-12-25,5748
1090,2022-12-26,9711
1091,2022-12-27,13373
1092,2022-12-28,14012
1093,2022-12-29,14015
1094,2022-12-30,14743
1095,2022-12-31,24445
1096,2023-01-01,11051
1097,2023-01-02,9522
1098,2023-01-03,13192
1099,2023-01-04,13040
1100,2023-01-05,13566
1101,2023-01-06,13303
1102,2023-01-07,9993
1103,2023-01-08,9064
1104,2023-01-09,13331
1105,2023-01-10,14255
1106,2023-01-11,15054
1107,2023-01-12,16530
1108,2023-01-13,15987
1109,2023-01-14,11183
1110,2023-01-15,9674
1111,2023-01-16,11946
1112,2023-01-17,15838
1113,2023-01-18,15734
1114,2023-01-19,16655
1115,2023-01-20,15238
1116,2023-01-21,10370
1117,2023-01-22,9215
1118,2023-01-23,14312
1119,2023-01-24,15336
1120,2023-01-25,15860
1121,2023-01-26,17816
1122,2023-01-27,16144
1123,2023-01-28,10802
1124,2023-01-29,9534
1125,2023-01-30,14565
1126,2023-01-31,16368
1127,2023-02-01,16389
1128,2023-02-02,17195
1129,2023-02-03,15538
1130,2023-02-04,11165
1131,2023-02-05,10248
1132,2023-02-06,14969
1133,2023-02-07,16414
1134,2023-02-08,16546
1135,2023-02-09,17890
1136,2023-02-10,15917
1137,2023-02-11,11352
1138,2023-02-12,9917
1139,2023-02-13,14435
1140,2023-02-14,17029
1141,2023-02-15,18672
1142,2023-02-16,19350
1143,2023-02-17,18887
1144,2023-02-18,12488
1145,2023-02-19,11349
1146,2023-02-20,13778
1147,2023-02-21,17807
1148,2023-02-22,21581
1149,2023-02-23,22051
1150,2023-02-24,21899
1151,2023-02-25,16044
